ComplexID,Organism,subunits,subunits(Gene name),Disease
5183,Human,P05198;P12956;P13010;P20042;P41091;P78527;Q12905;Q12906,EIF2S1;XRCC6;XRCC5;EIF2S2;EIF2S3;PRKDC;ILF2;ILF3,C0002395;C0009241;C0027746;C0029463;C0036341;C0038220;C0001973;C0678306;C1458155;C0001364;C0007137;C0010606;C0019151;C0024115;C0033578;C0038363;C0085110;C0149725;C0424688;C1848924;C2937365;C3163798;C4014833;C4020899;C4277682;C0019693
5184,Human,P51531;P51608;Q13547;Q969G3;Q96ST3,SMARCA2;MECP2;HDAC1;SMARCE1;SIN3A,C0001807;C0010417;C0010606;C0014544;C0015934;C0021296;C0024433;C0036341;C0036572;C0036857;C0221357;C0231246;C0265338;C0345967;C0424323;C0424688;C0746940;C0877165;C1303073;C1386048;C1457883;C1835884;C1837084;C1839739;C1840069;C1840077;C1842366;C1848207;C1849020;C1849667;C1853246;C1854111;C1854882;C1857042;C1859115;C1865014;C1866234;C2053437;C2315100;C4280574;C0003467;C0003469;C0003578;C0003635;C0004352;C0005744;C0005745;C0006325;C0006625;C0007758;C0008073;C0008074;C0008489;C0009806;C0010417;C0011053;C0011168;C0011581;C0013132;C0013421;C0014544;C0017168;C0018772;C0018834;C0020796;C0022821;C0023012;C0023186;C0024433;C0025362;C0025990;C0026034;C0026106;C0026650;C0026827;C0026837;C0026838;C0027066;C0033922;C0033975;C0034069;C0034935;C0035229;C0035372;C0036572;C0036857;C0037036;C0037822;C0037932;C0038271;C0038273;C0040427;C0040822;C0085583;C0085584;C0151611;C0151889;C0152421;C0162635;C0221356;C0231246;C0231687;C0231688;C0233715;C0234958;C0234967;C0235946;C0236736;C0237326;C0239234;C0240295;C0240635;C0241210;C0242422;C0262444;C0266464;C0270948;C0339789;C0349588;C0376634;C0392525;C0409348;C0423867;C0423903;C0424688;C0426421;C0427190;C0454644;C0497327;C0521525;C0541764;C0541794;C0554972;C0557874;C0575081;C0678230;C0700208;C0728829;C0746940;C0751837;C0856975;C0917816;C0973461;C1263023;C1384666;C1442978;C1445953;C1510417;C1510586;C1560305;C1691215;C1828017;C1834055;C1835581;C1836542;C1836543;C1836550;C1836830;C1837397;C1839767;C1843367;C1843479;C1845112;C1845251;C1845336;C1845977;C1846058;C1846149;C1847514;C1847879;C1848570;C1848673;C1850049;C1850072;C1850189;C1850456;C1850493;C1853242;C1853246;C1853383;C1853743;C1854494;C1854882;C1854919;C1855009;C1855019;C1855062;C1855996;C1857121;C1857130;C1858085;C1859520;C1859678;C1860834;C1860838;C1864897;C1864985;C1865014;C1866234;C1866284;C1968550;C1968556;C2051831;C2239176;C2315100;C2673410;C2674608;C2748910;C2752013;C3161330;C3278923;C3279222;C3550546;C3714756;C3805839;C3806482;C4020855;C4020858;C4020871;C4020875;C4020876;C4020884;C4021768;C4021782;C4021785;C4024167;C4025245;C4025670;C4072823;C4072824;C4083076;C4255213;C4280320;C4280321;C4280495;C4280538;C4280646;C4280651;C4280663;C4280664;C0007137;C0014175;C0018799;C0036341;C0340543;C0525045;C0010417;C0010606;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0037932;C0038379;C0040427;C0262444;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C1333989;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0001807;C0003079;C0003706;C0004352;C0010417;C0011053;C0013336;C0014306;C0015934;C0018772;C0019294;C0020224;C0020255;C0020490;C0020534;C0020619;C0021051;C0021296;C0021828;C0023012;C0024032;C0025362;C0025958;C0026010;C0026034;C0026827;C0028738;C0028754;C0037317;C0037932;C0038379;C0086437;C0151686;C0152421;C0175754;C0221263;C0221357;C0233715;C0235833;C0235991;C0239676;C0239998;C0240063;C0240379;C0240635;C0240701;C0241210;C0265610;C0265660;C0265974;C0266435;C0266589;C0277873;C0339789;C0349588;C0376634;C0423109;C0423110;C0423224;C0423903;C0424295;C0424323;C0424688;C0424731;C0426414;C0426421;C0431369;C0431890;C0454644;C0456070;C0554972;C0557874;C0578038;C0678230;C0700208;C0878787;C0917816;C1142533;C1263846;C1306710;C1384666;C1386048;C1457883;C1510586;C1691215;C1832446;C1834055;C1835581;C1836047;C1836189;C1836550;C1836830;C1837385;C1837404;C1837463;C1837514;C1839039;C1839546;C1839739;C1839764;C1840077;C1843108;C1843367;C1844562;C1844809;C1844813;C1845447;C1846460;C1848570;C1849121;C1849367;C1850189;C1850493;C1850667;C1853237;C1854113;C1854114;C1855009;C1855019;C1855062;C1855996;C1857121;C1859678;C1860838;C1862095;C1864897;C1865014;C1865572;C1866210;C1868571;C2053437;C2674608;C2677762;C3150674;C3276036;C3552463;C3553764;C3697269;C3714756;C3714796;C4020849;C4020875;C4020876;C4020892;C4021029;C4021776;C4021797;C4025697;C4049796;C4230640;C4280304;C4280625;C4280808
5189,Human,P0DP23;P27348;Q9Y6J0,CALM1;YWHAQ;CABIN1,C0002395;C0011071;C0012833;C0018790;C0024809;C0031391;C0035828;C0036341;C0039070;C0042514;C0042571;C0043094;C0151878;C0236736;C1631597;C3554047;C4015671;C4015695;C0029408;C0018800;C0036341
5190,Human,P29317;P98172;Q13009,EPHA2;EFNB1;TIAM1,C0008525;C0009691;C0027092;C0028326;C0175704;C0266539;C0392557;C1112705;C1861825;C3277059;C3665439;C3808377;C0008924;C0008925;C0010278;C0010417;C0015310;C0018784;C0019322;C0020534;C0021368;C0025362;C0026827;C0028738;C0028754;C0037932;C0040427;C0086437;C0152438;C0158646;C0158733;C0220767;C0221352;C0221354;C0221356;C0221357;C0235833;C0235942;C0240635;C0262444;C0263530;C0265529;C0265660;C0343073;C0344482;C0349588;C0409348;C0423110;C0423113;C0423820;C0423903;C0424688;C0426428;C0426806;C0426811;C0521525;C0557874;C0700208;C0917816;C1306710;C1450010;C1691215;C1836940;C1839764;C1840069;C1842876;C1843367;C1844722;C1844731;C1844734;C1844738;C1847879;C1849367;C1849392;C1850049;C1853486;C1855728;C1856266;C1856872;C1856963;C1858539;C1864897;C1867131;C1876203;C2051831;C2981150;C3553764;C3714756;C4020875;C4020876;C4020890;C4021343;C4021813;C4025411;C4025763;C4072823;C4072824;C4072830;C4072835;C4072836;C4073292;C4280496;C4280497;C4280538;C4280539;C4280597;C4280598;C4280807;C1862939
5193,Human,O00221;O00505;O15111;P19838;P25963;Q00653;Q01201;Q04206;Q04864;Q15653;Q8NFZ5;Q9Y6K9,NFKBIE;KPNA3;CHUK;NFKB1;NFKBIA;NFKB2;RELB;RELA;REL;NFKBIB;TNIP2;IKBKG,C0003873;C0023893;C0025202;C0001973;C0036341;C0041696;C1269683;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0001418;C0001973;C0002878;C0003466;C0006267;C0007621;C0007786;C0009375;C0009447;C0011860;C0018843;C0020500;C0021051;C0022661;C0023892;C0023895;C0024117;C0024312;C0029927;C0032285;C0034150;C0038002;C0086438;C0086565;C0151766;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0525045;C0741796;C0743359;C0877359;C0920163;C1842003;C1846546;C1848701;C1853193;C1861403;C1866862;C4048270;C4072823;C4072824;C0003028;C0007786;C0019829;C0020608;C0020620;C0023893;C0030297;C0033860;C0151744;C0206726;C0221354;C0231274;C0264169;C0266037;C0334588;C1458155;C1706004;C1837770;C1846006;C1848924;C1854495;C1860844;C2239176;C2677481;C2677485;C3806482;C4012359;C4082764;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0018843;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C0002170;C0008767;C0010038;C0013374;C0013575;C0014457;C0014544;C0015230;C0016382;C0020458;C0020608;C0021051;C0021171;C0022568;C0024121;C0024236;C0025362;C0026010;C0026838;C0029124;C0029454;C0035305;C0035317;C0035320;C0036572;C0037299;C0037932;C0038379;C0038990;C0040427;C0041834;C0042164;C0042798;C0086543;C0150993;C0151908;C0158646;C0162538;C0162539;C0221204;C0221260;C0221354;C0239174;C0239998;C0240278;C0241054;C0259817;C0262444;C0263537;C0265677;C0266009;C0266011;C0266013;C0277959;C0345397;C0349588;C0400966;C0409348;C0410740;C0423820;C0423867;C0423903;C0424688;C0432355;C0521719;C0575081;C0575158;C0700208;C0700590;C0870082;C0917816;C1260926;C1263846;C1510497;C1737260;C1834405;C1835229;C1836735;C1837770;C1839972;C1843367;C1844383;C1845073;C1845117;C1845919;C1845977;C1846006;C1847879;C1856136;C1856786;C1860236;C1860844;C1970879;C2132198;C2169794;C2220104;C2748958;C3665347;C3665596;C3714756;C4020759;C4020846;C4020876;C4021813;C4022018;C4022025;C4025109;C4025314;C4025672;C4025860;C4072834;C4280341;C4280342;C4280625;C4280808
5194,Human,O14920;O15027;O15111;O75604;Q00653;Q04206;Q04864;Q969H0;Q99558;Q9Y6K9,IKBKB;SEC16A;CHUK;USP2;NFKB2;RELA;REL;FBXW7;MAP3K14;IKBKG,C0001768;C0021051;C0035243;C0231246;C0401151;C1848924;C2315100;C3810043;C4020899;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C2239176;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C0007117;C0010606;C0014170;C0017638;C0279626;C0919532;C1458155;C1961099;C0002170;C0008767;C0010038;C0013374;C0013575;C0014457;C0014544;C0015230;C0016382;C0020458;C0020608;C0021051;C0021171;C0022568;C0024121;C0024236;C0025362;C0026010;C0026838;C0029124;C0029454;C0035305;C0035317;C0035320;C0036572;C0037299;C0037932;C0038379;C0038990;C0040427;C0041834;C0042164;C0042798;C0086543;C0150993;C0151908;C0158646;C0162538;C0162539;C0221204;C0221260;C0221354;C0239174;C0239998;C0240278;C0241054;C0259817;C0262444;C0263537;C0265677;C0266009;C0266011;C0266013;C0277959;C0345397;C0349588;C0400966;C0409348;C0410740;C0423820;C0423867;C0423903;C0424688;C0432355;C0521719;C0575081;C0575158;C0700208;C0700590;C0870082;C0917816;C1260926;C1263846;C1510497;C1737260;C1834405;C1835229;C1836735;C1837770;C1839972;C1843367;C1844383;C1845073;C1845117;C1845919;C1845977;C1846006;C1847879;C1856136;C1856786;C1860236;C1860844;C1970879;C2132198;C2169794;C2220104;C2748958;C3665347;C3665596;C3714756;C4020759;C4020846;C4020876;C4021813;C4022018;C4022025;C4025109;C4025314;C4025672;C4025860;C4072834;C4280341;C4280342;C4280625;C4280808
5195,Human,O15550;P61964;Q14686;Q15291;Q6ZW49;Q8NEZ4;Q9BTK6;Q9C005;Q9UBL3;Q9UMN6,KDM6A;WDR5;NCOA6;RBBP5;PAXIP1;KMT2C;PAGR1;DPY30;ASH2L;KMT2B,C0002878;C0003466;C0003492;C0005695;C0005745;C0007138;C0008925;C0010308;C0010417;C0010606;C0011053;C0014544;C0018772;C0018777;C0018784;C0018816;C0018817;C0018818;C0019555;C0019572;C0020255;C0020608;C0024636;C0025362;C0026827;C0036572;C0037932;C0038379;C0040427;C0041667;C0152421;C0158775;C0158986;C0221210;C0221263;C0231246;C0232466;C0233514;C0235946;C0239998;C0240340;C0240635;C0242584;C0262374;C0262444;C0265677;C0265974;C0266435;C0266610;C0266625;C0279626;C0339789;C0349588;C0398650;C0423903;C0424688;C0425772;C0426429;C0431478;C0432333;C0521619;C0542514;C0546969;C0554972;C0557874;C0700208;C0747085;C0747651;C0796004;C0917816;C0920163;C1262477;C1305420;C1384666;C1832446;C1835581;C1835796;C1835798;C1835801;C1835807;C1836308;C1839764;C1842364;C1842878;C1843367;C1844752;C1844806;C1844813;C1844820;C1846950;C1847879;C1848570;C1849340;C1849367;C1850189;C1853738;C1855062;C1855285;C1857206;C1857479;C1859717;C1859778;C1860838;C1864897;C1868571;C2315100;C2674608;C2981150;C3278923;C3553764;C3714745;C3714756;C4020839;C4020840;C4020849;C4020875;C4020876;C4025829;C4280585;C4280611;C4280612;C4280613;C4280614;C0014175;C0002395;C0001418;C0005695;C0007138;C0010606;C0023467;C0023897;C0036920;C0038356;C0206698;C0279626;C2239176;C2239176
5196,Human,O00743;O15084;O15111;O75170;P63208;Q00653;Q04206;Q04864;Q13616;Q14164;Q9UPN7;Q9Y297,PPP6C;ANKRD28;CHUK;PPP6R2;SKP1;NFKB2;RELA;REL;CUL1;IKBKE;PPP6R1;BTRC,C0007117;C0025202;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C0038325;C0041696;C1269683;C0221352;C0265554;C3887496
5197,Human,O60934;P49959;P54132;Q12888;Q6ZW49;Q92878,NBN;MRE11;BLM;TP53BP1;PAXIP1;RAD50,C0002874;C0002880;C0003466;C0006142;C0006267;C0006625;C0008297;C0008924;C0008925;C0011991;C0013374;C0015934;C0017638;C0020295;C0021296;C0023449;C0024299;C0024904;C0025149;C0025362;C0025990;C0027643;C0027746;C0029882;C0030469;C0033578;C0035412;C0037199;C0038362;C0040034;C0042023;C0085215;C0152421;C0221263;C0234985;C0240295;C0240538;C0262374;C0262655;C0265974;C0349588;C0376628;C0392386;C0398791;C0401151;C0423109;C0423903;C0424295;C0424688;C0426415;C0521525;C0524851;C0554972;C0677776;C0694550;C0741796;C0748140;C0876973;C0917816;C1263846;C1386048;C1400105;C1835581;C1836542;C1839797;C1839798;C1842366;C1843367;C1846546;C1848570;C1850189;C1854113;C1854495;C1855062;C1855067;C1855710;C1857130;C1857679;C1858732;C1859117;C1859424;C1860838;C2931322;C2931456;C2981150;C3494422;C3550546;C3714756;C3806428;C4020854;C4020861;C4020876;C4020899;C4023397;C4025860;C4082764;C4230640;C4280374;C4280495;C4280629;C0008489;C0013362;C0013421;C0039446;C0234979;C0262404;C0271390;C0423082;C0677776;C0700078;C0740279;C0751837;C0850703;C1138421;C1271100;C1837458;C1848530;C1848736;C1859598;C1861403;C1864985;C1866862;C3489733;C4012790;C4020858;C4020871;C4020873;C4020886;C4020899;C0004509;C0005859;C0006267;C0007137;C0010417;C0011860;C0011991;C0015934;C0016382;C0020555;C0021296;C0023418;C0024299;C0030469;C0037199;C0039075;C0041834;C0151639;C0158733;C0162538;C0162539;C0221263;C0221358;C0239989;C0241703;C0265974;C0349506;C0349588;C0376545;C0376628;C0424688;C0426414;C0426415;C0541764;C0746102;C0751688;C1305420;C1386048;C1400105;C1837463;C1849121;C1849950;C1850049;C1854114;C1855285;C1858085;C1859424;C1859778;C3806178;C3806179;C3806482;C4020899;C4021242;C4021632;C4025790;C4072879;C4083046;C4280368;C4280369;C4280370;C4280538;C4280629;C4280651;C4280653;C4280654;C4280655;C4280656;C0002395;C0004096;C0007758;C0020490;C0025362;C0026838;C0349588;C0423903;C0424688;C0677776;C0917816;C1843367;C2751318;C3714756;C4020876;C4020899;C4021206
5198,Human,P10276;P19793;Q92793,RARA;RXRA;CREBBP,C0005586;C0010701;C0023487;C0036341;C0085183;C0149940;C0206650;C0525045;C0544886;C1458155;C2239176;C4023031;C0033578;C0040136;C0149940;C0345967;C1862939;C0001818;C0003811;C0004352;C0005586;C0005695;C0005745;C0007137;C0007138;C0009363;C0009806;C0009917;C0009918;C0010417;C0010606;C0011053;C0011351;C0011573;C0013261;C0013274;C0014306;C0014544;C0015300;C0016202;C0017601;C0018772;C0018817;C0018818;C0019569;C0019572;C0020224;C0021125;C0022548;C0022658;C0022906;C0023012;C0023234;C0024301;C0024636;C0025160;C0025362;C0025990;C0026034;C0026827;C0033578;C0035934;C0036341;C0036572;C0036601;C0036920;C0037932;C0038271;C0038273;C0038379;C0039075;C0040433;C0080174;C0080218;C0086437;C0086543;C0149925;C0151611;C0151889;C0152013;C0152427;C0175754;C0206733;C0221214;C0221263;C0221354;C0231246;C0231686;C0233715;C0234853;C0237326;C0239234;C0240295;C0240310;C0240538;C0240635;C0241210;C0262630;C0264133;C0264303;C0264886;C0265563;C0265974;C0266034;C0266292;C0277828;C0279626;C0311277;C0333068;C0339789;C0349588;C0399357;C0423110;C0423224;C0423903;C0424295;C0424688;C0424731;C0425772;C0426891;C0431483;C0454455;C0454644;C0476273;C0520679;C0522055;C0541764;C0549397;C0563243;C0581381;C0678230;C0700208;C0751466;C0855329;C0857379;C0917816;C1185616;C1281931;C1290508;C1317785;C1384666;C1398312;C1510497;C1691215;C1832603;C1835807;C1837760;C1839764;C1842366;C1842820;C1843367;C1844508;C1846464;C1848490;C1849367;C1850049;C1850327;C1850530;C1851854;C1852464;C1853237;C1853487;C1853738;C1855670;C1855728;C1856119;C1857130;C1857627;C1858539;C1859778;C1860164;C1861403;C1862425;C1862939;C1864648;C1865027;C1865841;C1866134;C1866862;C1867131;C1867132;C1868571;C2051831;C2315100;C2674608;C2675540;C3275754;C3494422;C3714756;C4020691;C4020849;C4020876;C4020889;C4024221;C4025111;C4025806;C4025843;C4072873;C4073291;C4082243;C4280335;C4280395;C4280456;C4280457;C4280538;C4280554;C4280555;C4280613;C4280614;C4280617;C4280618;C4280640;C4280641;C4280642;C4280643
5199,Human,P07900;P08238;P27348;P31946;P34932;P61981;P62258;P63104;Q04917;Q13163;Q16543;Q6Q0C0;Q7KZI7;Q99759;Q9NUG6;Q9UHV9,HSP90AA1;HSP90AB1;YWHAQ;YWHAB;HSPA4;YWHAG;YWHAE;YWHAZ;YWHAH;MAP2K5;CDC37;TRAF7;MARK2;MAP3K3;PDRG1;PFDN2,C0009178;C0011616;C0019693;C0027627;C0041696;C0206180;C0525045;C1269683;C1458155;C0019693;C0033578;C0029408;C0001969;C0005586;C0041696;C0238288;C0338831;C0525045;C0564408;C1269683;C3496069;C0023893;C0005586;C0007222;C0014544;C0020224;C0020534;C0026034;C0026827;C0027627;C0036341;C0036572;C0151611;C0151686;C0206630;C0221354;C0235946;C0239234;C0239676;C0243050;C0265219;C0266463;C0334488;C0423110;C0426414;C0426421;C0456070;C0521525;C0557874;C0678230;C0878787;C1837385;C1840077;C1854114;C1864897;C1879312;C1955870;C2677762;C3552463;C3808300;C4020875;C4025884;C0005586;C0023893;C0024667;C0024668;C0027643;C0036349;C0005586;C0011853;C0036341;C0878544;C0005910;C0011581;C0236733;C0345967;C0010606;C0036095;C0036341;C0014859;C0023903
5209,Human,P25786;P25787;P60900;Q05086;Q9UHD9;Q9UMX0,PSMA1;PSMA2;PSMA6;UBE3A;UBQLN2;UBQLN1,C0018799;C0029456;C0019693;C0027051;C0003635;C0004352;C0009806;C0013132;C0014306;C0014544;C0015310;C0023012;C0024421;C0024433;C0025362;C0026827;C0027092;C0028738;C0028754;C0028768;C0036572;C0036857;C0037036;C0037932;C0038379;C0151611;C0151889;C0162635;C0162835;C0221356;C0233715;C0233844;C0235081;C0235946;C0237326;C0239801;C0240310;C0241210;C0241442;C0302501;C0376634;C0399526;C0423224;C0423903;C0424295;C0454644;C0557874;C0578626;C0600104;C0700208;C0746940;C0856863;C0917816;C1263846;C1833362;C1837402;C1839749;C1843367;C1843885;C1844813;C1846149;C1847514;C1849221;C1850049;C1853237;C1854301;C1854882;C1864897;C2227134;C2674608;C2675336;C3714756;C4020874;C4020875;C4020876;C4072823;C4072824;C4082243;C4280482;C4280538;C4280640;C4280641;C4280642;C4280643;C4280644;C4280645;C0002736;C0003467;C0004158;C0011168;C0011581;C0013362;C0013404;C0013421;C0015672;C0026821;C0026838;C0027746;C0030193;C0043352;C0085633;C0234958;C0270948;C0338451;C0522224;C0524851;C0541794;C0746674;C1145670;C1843479;C1847879;C1853562;C1864985;C3275459;C4020854;C4020871;C4020884;C4022587;C4022588;C0027626
5210,Human,Q12933;Q13114;Q92844,TRAF2;TRAF3;TANK,C0276226;C0477341;C2750180;C3553868;C1458155
5212,Human,A7MCY6;P07900;P08238;Q12933;Q16543;Q92844;Q9H6S1;Q9UHD2,TBKBP1;HSP90AA1;HSP90AB1;TRAF2;CDC37;TANK;AZI2;TBK1,C0038013;C0009178;C0011616;C0019693;C0027627;C0041696;C0206180;C0525045;C1269683;C1458155;C0019693;C0033578;C1458155;C0002736;C0003467;C0011168;C0011581;C0013362;C0013404;C0015644;C0015672;C0023015;C0026821;C0026838;C0026884;C0027746;C0030193;C0043352;C0085632;C0085633;C0151889;C0234958;C0235946;C0240735;C0270948;C0276226;C0338451;C0424296;C0477341;C0522224;C0524851;C0541794;C0700078;C0746674;C1145670;C1301959;C1837514;C1839039;C1843479;C1850667;C1853562;C1864985;C1865412;C1866210;C2750180;C4020854;C4020884;C4022587;C4022588;C4082299;C4225325
