ComplexID,Organism,subunits,subunits(Gene name),Disease
5213,Human,O43933;Q13608;Q7Z412,PEX1;PEX6;PEX26,C0001403;C0001925;C0002452;C0005745;C0006157;C0007758;C0008519;C0009081;C0010038;C0010417;C0011351;C0013274;C0014544;C0017601;C0018784;C0018818;C0019209;C0020295;C0020500;C0020534;C0022346;C0022353;C0022679;C0023012;C0023520;C0023895;C0024421;C0025990;C0026650;C0026827;C0026838;C0028077;C0028738;C0029124;C0029422;C0034194;C0035229;C0035334;C0036572;C0036857;C0038379;C0042798;C0043459;C0085605;C0086543;C0151526;C0151611;C0151889;C0156394;C0158465;C0221358;C0231246;C0231791;C0233315;C0233514;C0233715;C0234146;C0235095;C0238621;C0239479;C0239676;C0240182;C0240295;C0240421;C0240635;C0240912;C0241210;C0241442;C0241521;C0241772;C0265783;C0266464;C0278124;C0282525;C0282527;C0338656;C0342491;C0344531;C0349588;C0405580;C0423109;C0423250;C0424688;C0424731;C0431478;C0454644;C0476397;C0521719;C0541764;C0546967;C0554970;C0557874;C0678230;C0683322;C0700078;C1303007;C1510497;C1691215;C1720508;C1832200;C1833431;C1836542;C1836550;C1836830;C1837249;C1837397;C1837402;C1837404;C1839630;C1839764;C1840077;C1840319;C1844947;C1846149;C1846223;C1846460;C1849300;C1849367;C1850493;C1851854;C1853241;C1854919;C1855009;C1855019;C1855773;C1855996;C1856186;C1856468;C1856660;C1856661;C1857121;C1857130;C1857484;C1857486;C1858085;C1858430;C1859126;C1859231;C1859235;C1859236;C1859241;C1859678;C1861866;C1861869;C1862095;C1862475;C1864897;C1865186;C1865877;C1866134;C1866934;C2267233;C2315100;C2674608;C2677762;C3279397;C3550234;C3550546;C3553450;C3665347;C3714581;C3714745;C3887499;C4020777;C4020843;C4020855;C4020875;C4020885;C4020899;C4021768;C4021780;C4021815;C4023786;C4025844;C4082169;C4083076;C4255213;C4280456;C4280457;C4280482;C4280495;C4280567;C4280604;C4280651;C4280653;C4280654;C4280655;C4280656;C4280663;C4280664;C0001403;C0005745;C0007758;C0010038;C0010417;C0014544;C0016202;C0018784;C0019209;C0020295;C0020534;C0022346;C0022679;C0023895;C0025990;C0026650;C0026827;C0026838;C0028077;C0028738;C0029124;C0029422;C0034194;C0035229;C0035334;C0036572;C0038379;C0040433;C0042798;C0043459;C0085605;C0086543;C0151526;C0151611;C0151889;C0156394;C0221358;C0231246;C0233315;C0233514;C0235095;C0239676;C0240182;C0240295;C0240421;C0240635;C0264133;C0266464;C0282525;C0282527;C0338656;C0344531;C0349588;C0405580;C0423109;C0424688;C0521719;C0546967;C0557874;C0678230;C0683322;C1303003;C1317785;C1510497;C1691215;C1720508;C1832200;C1836542;C1836550;C1836830;C1837249;C1837397;C1837402;C1839630;C1839764;C1840077;C1844947;C1845123;C1846460;C1849367;C1850493;C1853241;C1854919;C1855009;C1855019;C1855773;C1855996;C1856186;C1857121;C1857130;C1857486;C1858430;C1859126;C1859678;C1861869;C1862095;C1862475;C1864897;C1866134;C1866934;C2267233;C2315100;C2674608;C2677762;C3279397;C3550546;C3553450;C3553936;C3665347;C3714581;C3714745;C3714756;C3887499;C4020777;C4020855;C4020875;C4020885;C4020899;C4021768;C4021780;C4021815;C4023786;C4025844;C4083076;C4225267;C4255213;C4280482;C4280495;C4280567;C4280617;C4280618;C4280653;C4280654;C4280655;C4280656;C4280663;C4280664;C0001403;C0005745;C0007758;C0010038;C0010417;C0014544;C0018784;C0019209;C0020295;C0022346;C0023895;C0025990;C0026650;C0026827;C0026838;C0028077;C0028738;C0029124;C0029422;C0034194;C0035229;C0035334;C0036572;C0038379;C0042798;C0043459;C0085605;C0086543;C0086565;C0151526;C0151611;C0151889;C0156394;C0162309;C0221358;C0231246;C0232466;C0232744;C0233315;C0233514;C0235095;C0239676;C0240295;C0240421;C0240635;C0266464;C0282525;C0282527;C0338656;C0344531;C0349588;C0405580;C0423109;C0424688;C0521719;C0546967;C0557874;C0678230;C0683322;C0854723;C1510497;C1691215;C1720508;C1832200;C1836542;C1836550;C1836830;C1837249;C1837397;C1837402;C1839630;C1839764;C1840077;C1844947;C1845123;C1846460;C1849367;C1850493;C1853241;C1854919;C1855009;C1855019;C1855773;C1855996;C1857121;C1857130;C1857486;C1858430;C1859126;C1859678;C1861869;C1862095;C1862475;C1864897;C1866134;C1866934;C2267233;C2315100;C2674608;C2677762;C3279149;C3279397;C3550234;C3550546;C3553450;C3553951;C3665347;C3714581;C3714745;C3888385;C4020777;C4020855;C4020875;C4020885;C4020899;C4021768;C4021780;C4021815;C4023786;C4025844;C4083076;C4255213;C4280482;C4280495;C4280567;C4280653;C4280654;C4280655;C4280656;C4280663;C4280664
5215,Human,O75390;Q15750;Q9NYJ8,CS;TAB1;TAB2,C0018801;C0028754;C0242184;C0878544;C0032460;C0003504;C0003507;C0004238;C0018818;C0039685;C0149630;C0265004;C0340375;C3554279
5217,Human,P27797;P27797-1,CALR;CALR,C0005586;C0008031;C0009404;C0020538;C0025205;C0026987;C0027022;C0027051;C0027626;C0030554;C0033578;C0033937;C0033975;C0036337;C0036349;C0036939;C0038002;C0040028;C0042487;C0149793;C0151529;C0151744;C0151942;C0221347;C0279626;C0349204;C0497247;C0544886;C0836924;C0855742;C0857460;C0917805;C1855853;C4021790;C4025187;C0005586;C0008031;C0009404;C0020538;C0025205;C0026987;C0027022;C0027051;C0027626;C0030554;C0033578;C0033937;C0033975;C0036337;C0036349;C0036939;C0038002;C0040028;C0042487;C0149793;C0151529;C0151744;C0151942;C0221347;C0279626;C0349204;C0497247;C0544886;C0836924;C0855742;C0857460;C0917805;C1855853;C4021790;C4025187
5220,Human,O15111;Q04206;Q13576;Q8NFZ5;Q9ULX6,CHUK;RELA;IQGAP2;TNIP2;AKAP8L,C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C2239176
5222,Human,Q02750;Q9UHA4;Q9Y2Q5,MAP2K1;LAMTOR3;LAMTOR2,C0003492;C0005745;C0007194;C0007786;C0010417;C0013274;C0014544;C0015526;C0018784;C0018817;C0018818;C0018920;C0020458;C0020534;C0020757;C0021364;C0022596;C0023443;C0024236;C0024433;C0024636;C0025202;C0025362;C0025990;C0026827;C0027092;C0028326;C0028738;C0036572;C0036651;C0037932;C0038379;C0038990;C0039103;C0041696;C0151526;C0151611;C0151908;C0152013;C0152421;C0158465;C0206620;C0206729;C0221217;C0221354;C0221357;C0231246;C0231274;C0233315;C0239676;C0240278;C0240295;C0240635;C0241074;C0259817;C0263490;C0265610;C0349588;C0398639;C0423110;C0423867;C0423903;C0426414;C0521525;C0554972;C0557874;C0558165;C0575158;C0587248;C0678230;C0700208;C0700590;C0751690;C0917816;C1269683;C1275081;C1328931;C1458140;C1832348;C1834124;C1835157;C1835229;C1835581;C1835884;C1836047;C1836189;C1836542;C1837404;C1837732;C1837770;C1839248;C1840077;C1843367;C1845847;C1848570;C1848765;C1849340;C1850189;C1851868;C1854114;C1854418;C1855062;C1855728;C1857130;C1857486;C1857539;C1859778;C1860838;C1860844;C1861869;C1861975;C1862855;C1864795;C1864796;C1864897;C1865014;C1866231;C1867873;C1956257;C1970705;C2051831;C2063866;C2266639;C2315100;C2674432;C2674608;C2677762;C2748653;C3550546;C3551426;C3551430;C3551431;C3714756;C3806443;C3809006;C4020777;C4020875;C4020876;C4021242;C4021956;C4024692;C4024750;C4024878;C4024890;C4025662;C4025846;C4072825;C4072837;C4072879;C4073145;C4083076;C4255213;C4280304;C4280368;C4280369;C4280370;C4280495;C4280532;C4280613;C4280614;C4280647;C4280648;C4280663;C4280664;C0021051;C0080024;C0162835;C0239989;C0349588;C0853697;C1835829;C1845847;C2169795;C3278401;C4020899;C4072825
5223,Human,P19784;P67870,CSNK2A2;CSNK2B,C0007137;C0037286;C0007137;C0023493;C0037286
5224,Human,P19784;P67870;P68400,CSNK2A2;CSNK2B;CSNK2A1,C0007137;C0037286;C0007137;C0023493;C0037286;C0007137;C0023493;C0037286
5225,Human,P67870;P68400,CSNK2B;CSNK2A1,C0007137;C0023493;C0037286;C0007137;C0023493;C0037286
5226,Human,P28482;Q9UHA4;Q9Y2Q5,MAPK1;LAMTOR3;LAMTOR2,C0005586;C0007137;C0007786;C0014306;C0015934;C0016202;C0017639;C0018671;C0020429;C0020564;C0021296;C0021361;C0022665;C0023015;C0024121;C0025362;C0027626;C0027627;C0027746;C0036341;C0036920;C0038356;C0038587;C0040997;C0151526;C0155862;C0178417;C0233315;C0236736;C0243026;C0264133;C0349588;C0423224;C0423903;C0424688;C0557874;C0878544;C0917816;C0919267;C1142533;C1386048;C1834055;C1843367;C1844505;C1844554;C1844555;C1850049;C1864897;C1865017;C1866282;C1868571;C2678480;C3495559;C3714756;C4020849;C4020867;C4020875;C4020876;C4021808;C4280538;C0021051;C0080024;C0162835;C0239989;C0349588;C0853697;C1835829;C1845847;C2169795;C3278401;C4020899;C4072825
5228,Human,P41279;P51003;Q04206;Q04864;Q8NFZ5,MAP3K8;PAPOLA;RELA;REL;TNIP2,C0007120;C0023893;C0024121;C0151744;C4020899;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860
5229,Human,P15927;P27694;P35244,RPA2;RPA1;RPA3,C0263454
5230,Human,O00221;O15111;O60271;P19838;P25963;P35606;Q00653;Q04206;Q04864;Q15025;Q8NFZ5;Q9Y6K9,NFKBIE;CHUK;SPAG9;NFKB1;NFKBIA;COPB2;NFKB2;RELA;REL;TNIP1;TNIP2;IKBKG,C0003873;C0023893;C0025202;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0001418;C0001973;C0002878;C0003466;C0006267;C0007621;C0007786;C0009375;C0009447;C0011860;C0018843;C0020500;C0021051;C0022661;C0023892;C0023895;C0024117;C0024312;C0029927;C0032285;C0034150;C0038002;C0086438;C0086565;C0151766;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0525045;C0741796;C0743359;C0877359;C0920163;C1842003;C1846546;C1848701;C1853193;C1861403;C1866862;C4048270;C4072823;C4072824;C0003028;C0007786;C0019829;C0020608;C0020620;C0023893;C0030297;C0033860;C0151744;C0206726;C0221354;C0231274;C0264169;C0266037;C0334588;C1458155;C1706004;C1837770;C1846006;C1848924;C1854495;C1860844;C2239176;C2677481;C2677485;C3806482;C4012359;C4082764;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C0024141;C0033860;C0036421;C1458155;C1527336;C0002170;C0008767;C0010038;C0013374;C0013575;C0014457;C0014544;C0015230;C0016382;C0020458;C0020608;C0021051;C0021171;C0022568;C0024121;C0024236;C0025362;C0026010;C0026838;C0029124;C0029454;C0035305;C0035317;C0035320;C0036572;C0037299;C0037932;C0038379;C0038990;C0040427;C0041834;C0042164;C0042798;C0086543;C0150993;C0151908;C0158646;C0162538;C0162539;C0221204;C0221260;C0221354;C0239174;C0239998;C0240278;C0241054;C0259817;C0262444;C0263537;C0265677;C0266009;C0266011;C0266013;C0277959;C0345397;C0349588;C0400966;C0409348;C0410740;C0423820;C0423867;C0423903;C0424688;C0432355;C0521719;C0575081;C0575158;C0700208;C0700590;C0870082;C0917816;C1260926;C1263846;C1510497;C1737260;C1834405;C1835229;C1836735;C1837770;C1839972;C1843367;C1844383;C1845073;C1845117;C1845919;C1845977;C1846006;C1847879;C1856136;C1856786;C1860236;C1860844;C1970879;C2132198;C2169794;C2220104;C2748958;C3665347;C3665596;C3714756;C4020759;C4020846;C4020876;C4021813;C4022018;C4022025;C4025109;C4025314;C4025672;C4025860;C4072834;C4280341;C4280342;C4280625;C4280808
5231,Human,P12956;P13010;P15927;P27694;Q12888,XRCC6;XRCC5;RPA2;RPA1;TP53BP1,C0001973;C0678306;C0263454
5232,Human,O00571;O15111;P19838;P25963;P41279;P62277;P62888;P78347;Q00653;Q01201;Q02878;Q04206;Q04864;Q15653;Q8NFZ5;Q92896;Q9Y6K9,DDX3X;CHUK;NFKB1;NFKBIA;MAP3K8;RPS13;RPL30;GTF2I;NFKB2;RELB;RPL6;RELA;REL;NFKBIB;TNIP2;GLG1;IKBKG,C0025362;C0026827;C0029408;C0079772;C0345967;C0423903;C0917816;C1843367;C1845977;C1847879;C1848924;C3714756;C4020876;C4085582;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0001418;C0001973;C0002878;C0003466;C0006267;C0007621;C0007786;C0009375;C0009447;C0011860;C0018843;C0020500;C0021051;C0022661;C0023892;C0023895;C0024117;C0024312;C0029927;C0032285;C0034150;C0038002;C0086438;C0086565;C0151766;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0525045;C0741796;C0743359;C0877359;C0920163;C1842003;C1846546;C1848701;C1853193;C1861403;C1866862;C4048270;C4072823;C4072824;C0003028;C0007786;C0019829;C0020608;C0020620;C0023893;C0030297;C0033860;C0151744;C0206726;C0221354;C0231274;C0264169;C0266037;C0334588;C1458155;C1706004;C1837770;C1846006;C1848924;C1854495;C1860844;C2239176;C2677481;C2677485;C3806482;C4012359;C4082764;C0007120;C0023893;C0024121;C0151744;C4020899;C0000737;C0003467;C0003499;C0003862;C0004352;C0005744;C0006386;C0007786;C0009806;C0011581;C0012811;C0012819;C0015371;C0016202;C0018536;C0018784;C0019294;C0019825;C0020437;C0020438;C0020545;C0020608;C0022821;C0023467;C0024003;C0024421;C0024433;C0024636;C0025362;C0025990;C0026266;C0026267;C0026827;C0026838;C0027498;C0028754;C0028768;C0033687;C0034880;C0035078;C0038379;C0038454;C0040822;C0042798;C0149754;C0151205;C0151576;C0151889;C0152421;C0162298;C0175702;C0221209;C0234133;C0234144;C0234162;C0237326;C0239676;C0240295;C0240340;C0241005;C0264133;C0266061;C0266623;C0271441;C0332606;C0345030;C0349588;C0423903;C0424688;C0424810;C0426414;C0426848;C0554972;C0575167;C0576093;C0581342;C0600104;C0678230;C0743359;C0751466;C0917798;C0917801;C0917816;C1263846;C1266101;C1305420;C1510586;C1527336;C1565489;C1835581;C1836150;C1837279;C1837463;C1839604;C1839739;C1839764;C1843367;C1844505;C1845112;C1845847;C1848570;C1849089;C1849121;C1849367;C1850049;C1850189;C1853246;C1854114;C1855062;C1855285;C1856872;C1857130;C1857486;C1860838;C1865014;C1866234;C1867873;C1956257;C2053437;C2677762;C3551535;C3665347;C3714756;C4020847;C4020876;C4020884;C4021242;C4021782;C4021800;C4022386;C4024665;C4025788;C4072825;C4072879;C4280262;C4280368;C4280369;C4280370;C4280538;C4280611;C4280612;C4280613;C4280614;C4280615;C4280628;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0018843;C0024667;C0024668;C0030567;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C0002170;C0008767;C0010038;C0013374;C0013575;C0014457;C0014544;C0015230;C0016382;C0020458;C0020608;C0021051;C0021171;C0022568;C0024121;C0024236;C0025362;C0026010;C0026838;C0029124;C0029454;C0035305;C0035317;C0035320;C0036572;C0037299;C0037932;C0038379;C0038990;C0040427;C0041834;C0042164;C0042798;C0086543;C0150993;C0151908;C0158646;C0162538;C0162539;C0221204;C0221260;C0221354;C0239174;C0239998;C0240278;C0241054;C0259817;C0262444;C0263537;C0265677;C0266009;C0266011;C0266013;C0277959;C0345397;C0349588;C0400966;C0409348;C0410740;C0423820;C0423867;C0423903;C0424688;C0432355;C0521719;C0575081;C0575158;C0700208;C0700590;C0870082;C0917816;C1260926;C1263846;C1510497;C1737260;C1834405;C1835229;C1836735;C1837770;C1839972;C1843367;C1844383;C1845073;C1845117;C1845919;C1845977;C1846006;C1847879;C1856136;C1856786;C1860236;C1860844;C1970879;C2132198;C2169794;C2220104;C2748958;C3665347;C3665596;C3714756;C4020759;C4020846;C4020876;C4021813;C4022018;C4022025;C4025109;C4025314;C4025672;C4025860;C4072834;C4280341;C4280342;C4280625;C4280808
5233,Human,O14920;O15111;O15446;O95602;P0DPB5;P19838;P23508;P42704;P46199;P52292;P52434;P62875;P63208;Q00653;Q04206;Q04864;Q13576;Q13616;Q15653;Q16342;Q9GZS1;Q9H9Y6;Q9UJF2;Q9UKB1;Q9Y6K9,IKBKB;CHUK;POLR1G;POLR1A;POLR1D;NFKB1;MCC;LRPPRC;MTIF2;KPNA2;POLR2H;POLR2L;SKP1;NFKB2;RELA;REL;IQGAP2;CUL1;NFKBIB;PDCD2;POLR1E;POLR1B;RASAL2;FBXW11;IKBKG,C0001768;C0021051;C0035243;C0231246;C0401151;C1848924;C2315100;C3810043;C4020899;C0005941;C0008925;C0015929;C0037268;C0206762;C0241442;C0345371;C0423757;C0424688;C0685775;C0685776;C0702139;C0795690;C1408788;C1837406;C1848869;C2677485;C3150891;C4020899;C4021371;C0008297;C0008925;C0013274;C0018816;C0020534;C0025990;C0152421;C0152423;C0240295;C0240310;C0423110;C0423112;C0424688;C0554972;C1328407;C1835581;C1837822;C1848570;C1850189;C1854113;C1855062;C1857130;C1859461;C1860838;C2981150;C4025317;C4082243;C4225317;C4230640;C4280640;C4280641;C4280642;C4280643;C0008297;C0008925;C0018777;C0025990;C0029422;C0038379;C0042798;C0152423;C0221354;C0236969;C0240063;C0240295;C0240310;C0242387;C0265241;C0266061;C0423110;C0521573;C0584837;C1839764;C1842366;C1843005;C1849367;C1853242;C1857130;C1858085;C2673410;C2981150;C3150983;C3494422;C3665347;C4021242;C4021657;C4023383;C4023457;C4024202;C4072879;C4082243;C4083050;C4280320;C4280321;C4280368;C4280369;C4280370;C4280567;C4280626;C4280627;C4280640;C4280641;C4280642;C4280643;C4280651;C0001418;C0001973;C0002878;C0003466;C0006267;C0007621;C0007786;C0009375;C0009447;C0011860;C0018843;C0020500;C0021051;C0022661;C0023892;C0023895;C0024117;C0024312;C0029927;C0032285;C0034150;C0038002;C0086438;C0086565;C0151766;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0525045;C0741796;C0743359;C0877359;C0920163;C1842003;C1846546;C1848701;C1853193;C1861403;C1866862;C4048270;C4072823;C4072824;C0004352;C0032580;C0034885;C3714756;C0001125;C0007758;C0017639;C0019572;C0020456;C0020534;C0020615;C0023012;C0026827;C0038379;C0040822;C0231246;C0231835;C0233715;C0241210;C0338474;C0347959;C0454644;C0557874;C0878575;C1167918;C1836440;C1837260;C1839764;C1840077;C1842366;C1848924;C1849367;C1850415;C1853242;C1857355;C1858085;C1864897;C1867446;C1868571;C2315100;C2673410;C4020849;C4020875;C4020899;C4025021;C4280320;C4280321;C4280651;C0002878;C0003466;C0004096;C0006267;C0009447;C0015672;C0018843;C0020617;C0020625;C0020649;C0021051;C0024312;C0032285;C0034150;C0038002;C0079773;C0086438;C0086565;C0151766;C0221260;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0581354;C0694550;C0741796;C0743359;C0747085;C0747556;C0748140;C0876973;C0877359;C0920163;C0948387;C1836623;C1842003;C1846288;C1848701;C1859117;C1861403;C1863715;C1866862;C3714497;C3806482;C3809991;C4020824;C4021966;C4022874;C4023027;C4023211;C4025669;C4048270;C4072823;C4072824;C4280333;C0001969;C0004763;C0006118;C0007134;C0007621;C0007786;C0008370;C0009319;C0009324;C0009375;C0010692;C0011853;C0011860;C0011875;C0011881;C0014474;C0018843;C0020538;C0022661;C0023891;C0023893;C0027626;C0027659;C0035126;C0036341;C0037286;C0236733;C1458155;C0003873;C0018843;C0019829;C0025261;C0033860;C2239176;C0038325;C0011573;C0002170;C0008767;C0010038;C0013374;C0013575;C0014457;C0014544;C0015230;C0016382;C0020458;C0020608;C0021051;C0021171;C0022568;C0024121;C0024236;C0025362;C0026010;C0026838;C0029124;C0029454;C0035305;C0035317;C0035320;C0036572;C0037299;C0037932;C0038379;C0038990;C0040427;C0041834;C0042164;C0042798;C0086543;C0150993;C0151908;C0158646;C0162538;C0162539;C0221204;C0221260;C0221354;C0239174;C0239998;C0240278;C0241054;C0259817;C0262444;C0263537;C0265677;C0266009;C0266011;C0266013;C0277959;C0345397;C0349588;C0400966;C0409348;C0410740;C0423820;C0423867;C0423903;C0424688;C0432355;C0521719;C0575081;C0575158;C0700208;C0700590;C0870082;C0917816;C1260926;C1263846;C1510497;C1737260;C1834405;C1835229;C1836735;C1837770;C1839972;C1843367;C1844383;C1845073;C1845117;C1845919;C1845977;C1846006;C1847879;C1856136;C1856786;C1860236;C1860844;C1970879;C2132198;C2169794;C2220104;C2748958;C3665347;C3665596;C3714756;C4020759;C4020846;C4020876;C4021813;C4022018;C4022025;C4025109;C4025314;C4025672;C4025860;C4072834;C4280341;C4280342;C4280625;C4280808
5234,Human,O14920;P07900;P08238;Q16543;Q8N163,IKBKB;HSP90AA1;HSP90AB1;CDC37;CCAR2,C0001768;C0021051;C0035243;C0231246;C0401151;C1848924;C2315100;C3810043;C4020899;C0009178;C0011616;C0019693;C0027627;C0041696;C0206180;C0525045;C1269683;C1458155;C0019693;C0033578;C0043020
5235,Human,P09874;P12956;P13010;Q14191,PARP1;XRCC6;XRCC5;WRN,C0002170;C0002871;C0004096;C0004153;C0007786;C0011603;C0019158;C0021368;C0022658;C0022821;C0026764;C0028754;C0032285;C0033578;C0038325;C0042842;C0242422;C0345967;C0878544;C1458155;C2931673;C2936350;C3714756;C0001973;C0678306;C0011849;C0011860;C0018801;C0018802;C0020619;C0021655;C0025286;C0027051;C0029456;C0029463;C0029464;C0035304;C0037299;C0043119;C0086543;C0157733;C0231341;C0234958;C0238397;C0240538;C0240912;C0263491;C0263498;C0263625;C0270948;C0344312;C0349588;C0520927;C0541794;C0553730;C0558242;C0575802;C0870082;C1280433;C1510497;C1720508;C1837463;C1843479;C1848486;C1849121;C1850573;C1857042;C1857710;C1862475;C2677869;C3280303;C4020899;C4021776;C4021797;C4021998;C4022018;C4023817;C4024737;C4280503
5239,Human,O95347;Q9NTJ3,SMC2;SMC4,C0023893
5241,Human,Q14683;Q9UQE7,SMC1A;SMC3,C0003467;C0005695;C0005741;C0005745;C0010417;C0010606;C0015934;C0017168;C0018777;C0018784;C0018834;C0019572;C0021296;C0023470;C0025362;C0025990;C0025995;C0026826;C0027092;C0028768;C0036857;C0037317;C0037822;C0042580;C0151526;C0158761;C0162298;C0221356;C0221357;C0231246;C0233315;C0239174;C0240295;C0240635;C0263401;C0265610;C0265660;C0266435;C0266544;C0270972;C0271007;C0338656;C0339063;C0349588;C0423110;C0423903;C0424688;C0426414;C0431447;C0432355;C0521525;C0541764;C0557874;C0566899;C0575802;C0578038;C0600104;C0683322;C0917816;C1142533;C1167713;C1263846;C1386048;C1398325;C1691215;C1802395;C1836542;C1839758;C1840077;C1840305;C1842366;C1843367;C1844813;C1845977;C1848207;C1848673;C1849211;C1849311;C1849955;C1850049;C1853487;C1853738;C1854113;C1854114;C1854630;C1855728;C1857079;C1857130;C1857486;C1857641;C1862095;C1864897;C1865014;C1865017;C1865572;C1866190;C1866195;C1868571;C2315100;C2673670;C2674608;C3278923;C3550546;C3714581;C3714756;C4020849;C4020875;C4020876;C4020884;C4023915;C4072823;C4072824;C4230640;C4280304;C4280495;C4280538;C4280574;C0003467;C0005741;C0005745;C0010417;C0015934;C0017168;C0018777;C0018784;C0018834;C0019572;C0021296;C0023470;C0025362;C0025990;C0025995;C0026826;C0027092;C0028768;C0036857;C0037317;C0037822;C0042580;C0151526;C0158761;C0162298;C0221356;C0231246;C0233315;C0239174;C0240295;C0240635;C0263401;C0265660;C0266435;C0266544;C0270972;C0271007;C0339063;C0349588;C0423903;C0424688;C0426414;C0431447;C0432355;C0521525;C0541764;C0557874;C0566899;C0575802;C0578038;C0600104;C0917816;C1167713;C1263846;C1386048;C1398325;C1691215;C1836542;C1840077;C1840305;C1842366;C1843367;C1844813;C1848673;C1849211;C1849311;C1849955;C1850049;C1853487;C1853738;C1854113;C1854114;C1855728;C1857079;C1857130;C1857486;C1857641;C1862095;C1864897;C1865014;C1865572;C1866190;C1866195;C1868571;C2315100;C2673670;C2674608;C3550546;C3714581;C3714756;C4020849;C4020875;C4020876;C4020884;C4023915;C4072823;C4072824;C4230640;C4280495;C4280538
5243,Human,P18887;P49916;Q96T60;Q9NUW8,XRCC1;LIG3;PNKP;TDP1,C0005612;C0017638;C0025500;C0028797;C0033578;C0036341;C0038356;C0038362;C0041834;C0279626;C1449861;C1961102;C0007758;C0008073;C0013421;C0014544;C0025958;C0026827;C0031117;C0034372;C0036572;C0036857;C0234146;C0234958;C0241772;C0262404;C0270948;C0278124;C0344482;C0393706;C0424295;C0442874;C0541794;C0543888;C0740279;C1563696;C1838681;C1843479;C1850456;C1850776;C1854301;C2749675;C3150667;C3278923;C3489733;C4020871;C4020873;C4020874;C4020886;C4020899;C4225397;C1846574
