ComplexID,Organism,subunits(UniProt IDs),subunits(Gene name)
7895,Human,O43463;Q03112,SUV39H1;MECOM
7896,Human,Q03112;Q96KQ7,MECOM;EHMT2
7897,Human,P29466;Q16666;Q9ULZ3,CASP1;IFI16;PYCARD
7898,Human,P14598;P19878;Q15080,NCF1;NCF2;NCF4
7899,Human,P04839;P13498;P14598;P19878,CYBB;CYBA;NCF1;NCF2
7900,Human,P29466;Q8TDX7;Q96P20;Q9ULZ3,CASP1;NEK7;NLRP3;PYCARD
7901,Human,Q86TI2;Q9C000,DPP9;NLRP1
7902,Human,O95999;Q14790;Q9H257;Q9UDY8;Q9ULZ3,BCL10;CASP8;CARD9;MALT1;PYCARD
7903,Human,Q14790;Q9UDY8;Q9ULZ3,CASP8;MALT1;PYCARD
7904,Human,P46940;Q7RTR2,IQGAP1;NLRC3
7905,Human,P29466;Q13075;Q9NPP4,CASP1;NAIP;NLRC4
7909,Human,P29466;P59046;Q9ULZ3,CASP1;NLRP12;PYCARD
7910,Human,O95816;P54652;Q86W24,BAG2;HSPA2;NLRP14
7911,Human,P04839;P13498;P14598;P19878;P63000;Q15080,CYBB;CYBA;NCF1;NCF2;RAC1;NCF4
7913,Human,Q13285;Q15233,NR5A1;NONO
7914,Human,P23246;Q15233,SFPQ;NONO
7915,Human,P23246;Q13285;Q15233,SFPQ;NR5A1;NONO
7916,Human,O00482;Q07869;Q12906;Q99873,NR5A2;PPARA;ILF3;PRMT1
7919,Human,O00482;Q12906;Q8NC51,NR5A2;ILF3;SERBP1
7920,Human,P17936;P23246;Q15233,IGFBP3;SFPQ;NONO
7924,Human,O15393;Q9BYF1,TMPRSS2;ACE2
7925,Human,Q695T7;Q9BYF1,SLC6A19;ACE2
7926,Human,P04201;P50052,MAS1;AGTR2
7927,Human,P30556;P50052,AGTR1;AGTR2
7928,Human,P04201;P30411,MAS1;BDKRB2
7930,Human,P61006;Q96C24,RAB8A;SYTL4
7932,Human,P16144;P21860;P23229;Q02297,ITGB4;ERBB3;ITGA6;NRG1
7933,Human,P05106;P06756;P21860;Q02297,ITGB3;ITGAV;ERBB3;NRG1
7934,Human,P09874;P23246;P78347,PARP1;SFPQ;GTF2I
7935,Human,O75787;P00797,ATP6AP2;REN
7936,Human,O43660;O75934;Q99459;Q9UMS4,PLRG1;BCAS2;CDC5L;PRPF19
7937,Human,O43660;O75934;Q14191;Q99459;Q9UMS4,PLRG1;BCAS2;WRN;CDC5L;PRPF19
7938,Human,O43660;O75934;P11142;Q8WYA6;Q99459;Q9P013;Q9UMS4,PLRG1;BCAS2;HSPA8;CTNNBL1;CDC5L;CWC15;PRPF19
7939,Human,O43660;O75934;Q99459;Q9UMS4,PLRG1;BCAS2;CDC5L;PRPF19
7940,Human,Q8WU17;Q9Y5U4,RNF139;INSIG2
7942,Human,O14894;Q8NEV8;Q9UBN7,TM4SF5;EXPH5;HDAC6
7943,Human,O14894;P00533;P08648,TM4SF5;EGFR;ITGA5
7944,Human,O14894;P42345;Q8NBW4,TM4SF5;MTOR;SLC38A9
7945,Human,P05556;P26006;P48509,ITGB1;ITGA3;CD151
7946,Human,O60341;O95343;O95983;Q09028;Q13547;Q16576;Q92769;Q9BTC8;Q9UBB5,KDM1A;SIX3;MBD3;RBBP4;HDAC1;RBBP7;HDAC2;MTA3;MBD2
7947,Human,O14519;O94776;O95983;Q09028;Q12873;Q13547;Q14839;Q16576;Q86UK7;Q86YP4;Q8WXI9;Q92769;Q9ULU4,CDK2AP1;MTA2;MBD3;RBBP4;CHD3;HDAC1;CHD4;RBBP7;ZNF598;GATAD2A;GATAD2B;HDAC2;ZMYND8
7949,Human,O75445;Q495M9;Q9P202,USH2A;USH1G;WHRN
7950,Human,P08047;Q00653-3;Q04206,SP1;NFKB2;RELA
7952,Human,P17947;P42224;Q02556,SPI1;STAT1;IRF8
7953,Human,P10914;P42224,IRF1;STAT1
7954,Human,Q14457;Q9P2Y5;Q9Y371,BECN1;UVRAG;SH3GLB1
7955,Human,P08047;Q02447;Q09472;Q13547;Q92793,SP1;SP3;EP300;HDAC1;CREBBP
7956,Human,P48552;Q04917,NRIP1;YWHAH
7957,Human,O15519-2;Q13158;Q13546;Q14790;Q92851,CFLAR;FADD;RIPK1;CASP8;CASP10
7958,Human,O15553;P29466;Q9ULZ3,MEFV;CASP1;PYCARD
7960,Human,O43402;Q15006;Q5J8M3;Q5UCC4;Q8N4V1;Q8N766;Q9BV81;Q9NPA0;Q9P0I2,EMC8;EMC2;EMC4;EMC10;MMGT1;EMC1;EMC6;EMC7;EMC3
7961,Human,Q15006;Q5J8M3;Q5UCC4;Q8N4V1;Q8N766;Q9BV81;Q9NPA0;Q9P0I2;Q9Y3B6,EMC2;EMC4;EMC10;MMGT1;EMC1;EMC6;EMC7;EMC3;EMC9
7962,Human,Q8IY18;Q8WV22;Q96MF7;Q96MG7;Q96SB8;Q9NXX6,SMC5;NSMCE1;NSMCE2;NSMCE3;SMC6;NSMCE4A
7963,Human,Q8IY18;Q8N140;Q8WV22;Q96MF7;Q96MG7;Q96SB8,SMC5;EID3;NSMCE1;NSMCE2;NSMCE3;SMC6
7964,Human,P53384;Q9Y5Y2,NUBP1;NUBP2
7965,Human,O14576;P53350;Q14203;Q9Y266,DYNC1I1;PLK1;DCTN1;NUDC
7966,Human,Q86V81;Q9H1J1;Q9UBU9;Q9Y5S9,ALYREF;UPF3A;NXF1;RBM8A
7967,Human,Q86V81;Q9BZI7;Q9UBU9;Q9Y5S9,ALYREF;UPF3B;NXF1;RBM8A
7968,Human,Q9UBU9;Q9UKK6,NXF1;NXT1
7969,Human,P40818;Q8TEB7;Q96FW1-1,USP8;RNF128;OTUB1
7971,Human,Q9NZL9;Q9Y2X7,MAT2B;GIT1
7974,Human,O14497;O96019;P51532;P60709;Q12824;Q4VC05;Q8NFD5;Q8TAQ2;Q8WUZ0;Q92785;Q92922;Q92925;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA4;ACTB;SMARCB1;BCL7A;ARID1B;SMARCC2;BCL7C;DPF2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
7975,Human,O96019;P51532;P60709;Q12824;Q4VC05;Q68CP9;Q86U86;Q8TAQ2;Q8WUB8;Q8WUZ0;Q92922;Q969G3;Q96GM5;Q9NPI1,ACTL6A;SMARCA4;ACTB;SMARCB1;BCL7A;ARID2;PBRM1;SMARCC2;PHF10;BCL7C;SMARCC1;SMARCE1;SMARCD1;BRD7
7976,Human,O60341;O95343;Q9BTC8,KDM1A;SIX3;MTA3
7977,Human,O14497;O96019;P51531;P60709;Q12824;Q4VC05;Q8NFD5;Q8TAQ2;Q8WUZ0;Q92785;Q92922;Q92925;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA2;ACTB;SMARCB1;BCL7A;ARID1B;SMARCC2;BCL7C;DPF2;SMARCC1;SMARCD2;SMARCE1;SMARCD1
7978,Human,O96019;P51531;P60709;Q12824;Q4VC05;Q68CP9;Q86U86;Q8TAQ2;Q8WUB8;Q8WUZ0;Q92922;Q969G3;Q96GM5;Q9NPI1,ACTL6A;SMARCA2;ACTB;SMARCB1;BCL7A;ARID2;PBRM1;SMARCC2;PHF10;BCL7C;SMARCC1;SMARCE1;SMARCD1;BRD7
7979,Human,P62877;Q13619;Q13620;Q16531;Q8N5D0,RBX1;CUL4A;CUL4B;DDB1;WDTC1
7980,Human,O96019;P51531;P60709;Q15532;Q4VC05;Q6AI39;Q8WUZ0;Q92922;Q96GM5;Q9H8M2,ACTL6A;SMARCA2;ACTB;SS18;BCL7A;BICRAL;BCL7C;SMARCC1;SMARCD1;BRD9
7981,Human,O96019;P51532;P60709;Q15532;Q4VC05;Q6AI39;Q8WUZ0;Q92922;Q96GM5;Q9H8M2,ACTL6A;SMARCA4;ACTB;SS18;BCL7A;BICRAL;BCL7C;SMARCC1;SMARCD1;BRD9
7984,Human,P01011;Q92876,SERPINA3;KLK6
7985,Human,P01009;P07288,SERPINA1;KLK3
7986,Human,P01011;P20151,SERPINA3;KLK2
7987,Human,Q9BXW9;Q9NVI1,FANCD2;FANCI
7988,Human,O15287;O43542;P51587;Q9BXW9,FANCG;XRCC3;BRCA2;FANCD2
7990,Human,P06748;Q9UQ80,NPM1;PA2G4
7991,Human,P02766;P41222,TTR;PTGDS
7992,Human,O14802;O15160;O15318;O75575;P05423;P0DPB6;P52434;P53803;P62875;Q9BUI4;Q9H1D9;Q9NVU0;Q9NW08;Q9Y2Y1;Q9Y535,POLR3A;POLR1C;POLR3G;CRCP;POLR3D;POLR1D;POLR2H;POLR2K;POLR2L;POLR3C;POLR3F;POLR3E;POLR3B;POLR3K;POLR3H
7994,Human,Q9BPU9;Q9NXB0;Q9UPM9,B9D2;MKS1;B9D1
7995,Human,P06400;Q01094;Q92769;Q9UQ80,RB1;E2F1;HDAC2;PA2G4
7996,Human,P11142;Q9UNE7;Q9UQ80,HSPA8;STUB1;PA2G4
7997,Human,Q12906;Q9UQ80,ILF3;PA2G4
7998,Human,Q5JSS6;Q96M98,MEIG1;PACRG
8000,Human,O14763;O43521;P50591;Q07812;Q86VP3,TNFRSF10B;BCL2L11;TNFSF10;BAX;PACS2
8002,Human,Q15631;Q99598,TSN;TSNAX
8004,Human,P10619;P16278,CTSA;GLB1
8005,Human,P10619;P16278;Q99519,CTSA;GLB1;NEU1
8006,Human,O43524;Q09472;Q13363,FOXO3;EP300;CTBP1
8007,Human,P30260;Q13042;Q9H1A4;Q9UJX2;Q9UJX3;Q9UJX4;Q9UJX6,CDC27;CDC16;ANAPC1;CDC23;ANAPC7;ANAPC5;ANAPC2
8008,Human,O14519;P30260;Q13042;Q8NHZ8;Q9H1A4;Q9NYG5;Q9UJX2;Q9UJX3;Q9UJX4;Q9UJX5;Q9UJX6,CDK2AP1;CDC27;CDC16;CDC26;ANAPC1;ANAPC11;CDC23;ANAPC7;ANAPC5;ANAPC4;ANAPC2
8009,Human,Q96RT7;Q96RT8;Q9UGJ1,TUBGCP6;TUBGCP5;TUBGCP4
8010,Human,O14965;Q9ULW0,AURKA;TPX2
8011,Human,O14965;Q14980;Q9ULW0,AURKA;NUMA1;TPX2
8012,Human,P56545;Q09472;Q13950,CTBP2;EP300;RUNX2
8013,Human,Q09472;Q13950,EP300;RUNX2
8014,Human,O75386;Q7Z4L5;Q8NEZ3;Q96FT9;Q96RY7;Q9HBG6;Q9P2L0,TULP3;TTC21B;WDR19;IFT43;IFT140;IFT122;WDR35
8015,Human,O43464;P62699;Q6VN20;Q7L5Y9;Q8IUR7;Q8IVV7;Q96HS1;Q96S59;Q9H7D7;Q9H871;Q9NWU2;Q9UL63,HTRA2;YPEL5;RANBP10;MAEA;ARMC8;GID4;PGAM5;RANBP9;WDR26;RMND5A;GID8;MKLN1
8016,Human,P63167;Q96FJ2,DYNLL1;DYNLL2
8018,Human,O15047;Q9NS91,SETD1A;RAD18
8019,Human,Q9BY11;Q9NRD5,PACSIN1;PICK1
8020,Human,Q9NRD5;Q9UNF0,PICK1;PACSIN2
8021,Human,Q9NRD5;Q9UKS6,PICK1;PACSIN3
8022,Human,O95619;O96019;Q6ZRS2;Q9GZN1;Q9NPF5;Q9Y230;Q9Y265,YEATS4;ACTL6A;SRCAP;ACTR6;DMAP1;RUVBL2;RUVBL1
8028,Human,P01730;P02786;P06239;P07437;P08575;P08670;P35579;Q14761;Q9BQE3,CD4;TFRC;LCK;TUBB;PTPRC;VIM;MYH9;PTPRCAP;TUBA1C
8029,Human,O00187-2;P11226;P48740,MASP2;MBL2;MASP1
8034,Human,O00187;P11226;P48740-2,MASP2;MBL2;MASP1
8043,Human,Q96Q45;Q9NQ40,TMEM237;SLC52A3
8052,Human,Q9BVW5;Q9UNS1,TIPIN;TIMELESS
8055,Human,Q49AN0;Q9UNS1,CRY2;TIMELESS
8056,Human,Q13535;Q8WXE1;Q9UNS1,ATR;ATRIP;TIMELESS
8057,Human,O75665;Q2KHM9;Q8WXW3,OFD1;KIAA0753;PIBF1
8058,Human,O75665;Q15154;Q9H492,OFD1;PCM1;MAP1LC3A
8059,Human,P07948;P40763;Q9NWQ8,LYN;STAT3;PAG1
8060,Human,P07948;Q9NWQ8,LYN;PAG1
8061,Human,P06241;P41240;Q9NWQ8,FYN;CSK;PAG1
8062,Human,P06241;P20936;Q07666;Q9NWQ8,FYN;RASA1;KHDRBS1;PAG1
8063,Human,P06241;Q07666;Q9NWQ8,FYN;KHDRBS1;PAG1
8064,Human,P41240;Q9NWQ8,CSK;PAG1
8065,Human,P06241;Q9NWQ8,FYN;PAG1
8066,Human,O14745;P26038;Q9NWQ8,SLC9A3R1;MSN;PAG1
8067,Human,Q6ZW49;Q9BTK6,PAXIP1;PAGR1
8068,Human,P38398;P51587;Q86YC2,BRCA1;BRCA2;PALB2
8069,Human,Q06609;Q86YC2,RAD51;PALB2
8070,Human,Q86YC2;Q96B01,PALB2;RAD51AP1
8071,Human,P11940;Q504Q3;Q58A45,PABPC1;PAN2;PAN3
8072,Human,O43865;O95639;Q10570;Q6UN15;Q9P2I0;Q9UKF6,AHCYL1;CPSF4;CPSF1;FIP1L1;CPSF2;CPSF3
8073,Human,O43865;P51003;Q6UN15,AHCYL1;PAPOLA;FIP1L1
8074,Human,O75695;P36405;Q13432,RP2;ARL3;UNC119
8075,Human,Q96TA2;Q9H300;Q9UJZ1,YME1L1;PARL;STOML2
8076,Human,O43663;O95235;O95239;Q02241;Q15058,PRC1;KIF20A;KIF4A;KIF23;KIF14
8078,Human,O95453;Q9UKV8,PARN;AGO2
8079,Human,O15350;P04637;Q8TDN4,TP73;TP53;CABLES1
8080,Human,A5D8V7;Q5T2S8;Q96M63;Q96NG3,ODAD3;ODAD2;ODAD1;ODAD4
8081,Human,P29460;Q9NPF7,IL12B;IL23A
8082,Human,P29459;P29460,IL12A;IL12B
8083,Human,P40933;Q13261,IL15;IL15RA
8084,Human,P14784;P31785;P40933,IL2RB;IL2RG;IL15
8085,Human,P01589;P14784;P31785;P60568,IL2RA;IL2RB;IL2RG;IL2
8086,Human,P14784;P31785;P60568,IL2RB;IL2RG;IL2
8087,Human,Q16595;Q9H1K1;Q9HD34;Q9Y697,FXN;ISCU;LYRM4;NFS1
8090,Human,P08700;P26951;P32927,IL3;IL3RA;CSF2RB
8091,Human,P05113;P32927;Q01344,IL5;CSF2RB;IL5RA
8092,Human,Q6UXL0;Q9NYY1;Q9UHF4,IL20RB;IL20;IL20RA
8094,Human,Q13478;Q14116,IL18R1;IL18
8095,Human,O95256;Q13478;Q14116,IL18RAP;IL18R1;IL18
8097,Human,P16035;P50281,TIMP2;MMP14
8098,Human,P08253;P16035;P50281,MMP2;TIMP2;MMP14
8099,Human,O60216;Q14683;Q6KC79,RAD21;SMC1A;NIPBL
8100,Human,O43402;Q15006;Q9H4A3,EMC8;EMC2;WNK1
8101,Human,O43402;Q15006;Q8N4V1,EMC8;EMC2;MMGT1
8102,Human,Q6UXL0;Q9UHD0;Q9UHF4,IL20RB;IL19;IL20RA
8103,Human,P18074;P50613;P51946;P51948,ERCC2;CDK7;CCNH;MNAT1
8104,Human,P18074;P19447;P32780;Q13888;Q13889;Q92759,ERCC2;ERCC3;GTF2H1;GTF2H2;GTF2H3;GTF2H4
8105,Human,P18074;P19447;P50613;P51946;P51948,ERCC2;ERCC3;CDK7;CCNH;MNAT1
8107,Human,P00734;P01008;P04004,F2;SERPINC1;VTN
8111,Human,P05019;P24593,IGF1;IGFBP5
8112,Human,P05019;P24593;P35858,IGF1;IGFBP5;IGFALS
8113,Human,P01344;P24593,IGF2;IGFBP5
8114,Human,P01344;P24593;P35858,IGF2;IGFBP5;IGFALS
8115,Human,P05231;P08887;P40189,IL6;IL6R;IL6ST
8117,Human,O60318;P41208;P60896;Q5JVF3;Q9NPA8,MCM3AP;CETN2;SEM1;PCID2;ENY2
8118,Human,O15182;O60318;P60896;Q5JVF3;Q9NPA8,CETN3;MCM3AP;SEM1;PCID2;ENY2
8121,Human,Q06587;Q9BSM1,RING1;PCGF1
8122,Human,Q99496;Q9BSM1,RNF2;PCGF1
8123,Human,P35227;Q06587,PCGF2;RING1
8124,Human,P35227;Q99496,PCGF2;RNF2
8125,Human,Q06587;Q3KNV8,RING1;PCGF3
8126,Human,Q3KNV8;Q99496,PCGF3;RNF2
8127,Human,P35226;Q06587,BMI1;RING1
8128,Human,P35226;Q99496,BMI1;RNF2
8129,Human,Q06587;Q86SE9,RING1;PCGF5
8130,Human,Q86SE9;Q99496,PCGF5;RNF2
8131,Human,Q06587;Q9BYE7,RING1;PCGF6
8132,Human,Q99496;Q9BYE7,RNF2;PCGF6
8133,Human,Q53EL6;Q6R327,PDCD4;RICTOR
8134,Human,O75340;Q8NEZ2;Q8WUM4;Q99816;Q9H7P6;Q9UK41,PDCD6;VPS37A;PDCD6IP;TSG101;MVB12B;VPS28
8135,Human,P00747;P00750;P07996,PLG;PLAT;THBS1
8136,Human,P00747;P00750;P04196,PLG;PLAT;HRG
8137,Human,P00747;P07996,PLG;THBS1
8138,Human,P00747;P04196,PLG;HRG
8140,Human,P26992;Q92673,CNTFR;SORL1
8142,Human,O75462;P26992;Q9UBD9,CRLF1;CNTFR;CLCF1
8143,Human,Q14213;Q8NEV9,EBI3;IL27
8144,Human,P04049;Q02750;Q6ZWH5,RAF1;MAP2K1;NEK10
8145,Human,O75462;Q8NEV9,CRLF1;IL27
8147,Human,P20248;P24941;P30307,CCNA2;CDK2;CDC25C
8148,Human,D6RGH6;O75496,MCIDAS;GMNN
8151,Human,P07992;P12004;P15927;P18074;P18858;P19447;P23025;P28715;P32780;P35251,ERCC1;PCNA;RPA2;ERCC2;LIG1;ERCC3;XPA;ERCC5;GTF2H1;RFC1
8152,Human,P12004;P23025;P27694;P28715;P32780;P35251,PCNA;XPA;RPA1;ERCC5;GTF2H1;RFC1
8153,Human,P00813;P27487,ADA;DPP4
8154,Human,P07359;P13224;P14770,GP1BA;GP1BB;GP9
8155,Human,P07359;P13224;P14770;P40197,GP1BA;GP1BB;GP9;GP5
8156,Human,P18754;P62826,RCC1;RAN
8157,Human,P48061;P61073,CXCL12;CXCR4
8158,Human,P54727;Q01831,RAD23B;XPC
8159,Human,O14727;P42574;P55210;P55211,APAF1;CASP3;CASP7;CASP9
8160,Human,P42574;P55210,CASP3;CASP7
8161,Human,O14727;P55210,APAF1;CASP7
8162,Human,P12004;P26358;Q13547;Q92993;Q93009;Q96T88,PCNA;DNMT1;HDAC1;KAT5;USP7;UHRF1
8163,Human,O75340;Q8WUM4;Q99816;Q9H7P6;Q9H9H4;Q9UK41,PDCD6;PDCD6IP;TSG101;MVB12B;VPS37B;VPS28
8164,Human,A5D8V6;O75340;Q8WUM4;Q99816;Q9H7P6;Q9UK41,VPS37C;PDCD6;PDCD6IP;TSG101;MVB12B;VPS28
8165,Human,O75340;Q86XT2;Q8WUM4;Q99816;Q9H7P6;Q9UK41,PDCD6;VPS37D;PDCD6IP;TSG101;MVB12B;VPS28
8166,Human,O00560;P08962,SDCBP;CD63
8167,Human,O75800;P11142;P57076;Q86X45;Q8NA54;Q8WXU2;Q9Y230,ZMYND10;HSPA8;CFAP298;DNAAF11;IQUB;DNAAF4;RUVBL2
8168,Human,P40763;P42224,STAT3;STAT1
8169,Human,O00560;P08962;Q8WUM4,SDCBP;CD63;PDCD6IP
8170,Human,P17181;P29597;P48551,IFNAR1;TYK2;IFNAR2
8171,Human,O43815;P30153;P67775;Q08379;Q13033;Q5VSL9;Q9BUL8;Q9NRL3;Q9P289;Q9P2B4;Q9Y3A3,STRN;PPP2R1A;PPP2CA;GOLGA2;STRN3;STRIP1;PDCD10;STRN4;STK26;CTTNBP2NL;MOB4
8173,Human,O00560;P18827;Q8WUM4,SDCBP;SDC1;PDCD6IP
8174,Human,Q13546;Q9HB75;Q9Y6K9,RIPK1;PIDD1;IKBKG
8175,Human,P17612;Q08499;Q99996,PRKACA;PDE4D;AKAP9
8176,Human,Q08AD1;Q5VU43;Q99996,CAMSAP2;PDE4DIP;AKAP9
8177,Human,P43246;P52701,MSH2;MSH6
8178,Human,P20585;P43246,MSH3;MSH2
8179,Human,P10071;Q04742;Q9BZH6,GLI3;Emx1;WDR11
8180,Human,O14543;O60674;P40189,SOCS3;JAK2;IL6ST
8181,Human,P59768;P62873,GNG2;GNB1
8182,Human,P62879;P63215,GNB2;GNG3
8183,Human,P62879;Q9UK08,GNB2;GNG8
8184,Human,P62879;Q9HAV0,GNB2;GNB4
8185,Human,O14775;P49802,GNB5;RGS7
8186,Human,O14775;P59768,GNB5;GNG2
8187,Human,O60262;P62879,GNG7;GNB2
8188,Human,P62879;Q9UBI6,GNB2;GNG12
8189,Human,P59768;P62879,GNG2;GNB2
8190,Human,O14610;P62879,GNGT2;GNB2
8191,Human,O14775;Q13371,GNB5;PDCL
8192,Human,P62873;Q13371,GNB1;PDCL
8193,Human,O14775;P48643,GNB5;CCT5
8194,Human,P48643;P62873,CCT5;GNB1
8195,Human,P62879;Q13371,GNB2;PDCL
8196,Human,Q13371;Q9HAV0,PDCL;GNB4
8197,Human,P50150;P62879,GNG4;GNB2
8198,Human,O14775;P48643;Q13371,GNB5;CCT5;PDCL
8199,Human,P51787;Q08499-2;Q99996,KCNQ1;PDE4D;AKAP9
8202,Human,Q15131;Q8N1B3,CDK10;CCNQ
8203,Human,Q92973;Q9P2E2;Q9ULC3,TNPO1;KIF17;RAB23
8205,Human,Q05513;Q13501;Q96IZ0,PRKCZ;SQSTM1;PAWR
8206,Human,P12956;P13010;P49917;P78527;Q13426;Q96SD1;Q9BUH6;Q9H9Q4,XRCC6;XRCC5;LIG4;PRKDC;XRCC4;DCLRE1C;PAXX;NHEJ1
8207,Human,P00533;P62993;Q07912,EGFR;GRB2;TNK2
8208,Human,P16234;P62993;Q07912,PDGFRA;GRB2;TNK2
8209,Human,P30530;P62993;Q07912,AXL;GRB2;TNK2
8210,Human,Q70EL2;Q96EA4,USP45;SPDL1
8211,Human,P62993;Q07912;Q9UM73,GRB2;TNK2;ALK
8212,Human,P29376;P62993;Q07912,LTK;GRB2;TNK2
8213,Human,P00533;P62993;Q9UJM3,EGFR;GRB2;ERRFI1
8214,Human,P16234;P62993;Q9UJM3,PDGFRA;GRB2;ERRFI1
8215,Human,P30530;P62993;Q9UJM3,AXL;GRB2;ERRFI1
8216,Human,P62993;Q9UJM3;Q9UM73,GRB2;ERRFI1;ALK
8217,Human,P29376;P62993;Q9UJM3,LTK;GRB2;ERRFI1
8218,Human,O00470;P31269;P40424,MEIS1;HOXA9;PBX1
8219,Human,P62633;Q15366,CNBP;PCBP2
8220,Human,O00470;P31269;P40426,MEIS1;HOXA9;PBX3
8221,Human,O95835;Q13043;Q13188;Q15366;Q9H4B6,LATS1;STK4;STK3;PCBP2;SAV1
8222,Human,O95835;Q13043;Q13188;Q15365;Q9H4B6,LATS1;STK4;STK3;PCBP1;SAV1
8223,Human,P50479;Q12923;Q15654,PDLIM4;PTPN13;TRIP6
8224,Human,O15530;P13727;Q05655,PDPK1;PRG2;PRKCD
8225,Human,O15530;P13727;Q05513,PDPK1;PRG2;PRKCZ
8226,Human,P29353;P62136;Q9H792,SHC1;PPP1CA;PEAK1
8227,Human,P29353;P36873;Q9H792,SHC1;PPP1CC;PEAK1
8228,Human,P16284;P30411;P50148,PECAM1;BDKRB2;GNAQ
8229,Human,P16284;P33151;P35968,PECAM1;CDH5;KDR
8230,Human,O43541;Q96FA3,SMAD6;PELI1
8233,Human,O95832;P16284;Q16625;Q96AP7,CLDN1;PECAM1;OCLN;ESAM
8234,Human,P03372;P12931;Q8IZL8,ESR1;SRC;PELP1
8236,Human,O43172;O43395;O43447,PRPF4;PRPF3;PPIH
8237,Human,P98170;Q6GPH4,XIAP;XAF1
8238,Human,P35813;P60484;P84022;Q15796,PPM1A;PTEN;SMAD3;SMAD2
8239,Human,O60306;Q96NB3;Q9HCS7;Q9ULR0;Q9UNP9,AQR;ZNF830;XAB2;ISY1;PPIE
8240,Human,O15392;P98170,BIRC5;XIAP
8241,Human,O43172;O43447,PRPF4;PPIH
8242,Human,O43447;Q99633,PPIH;PRPF18
8244,Human,O94842;P62136;Q6UXN9;Q96QC0,TOX4;PPP1CA;WDR82;PPP1R10
8245,Human,O94842;P62140;Q6UXN9;Q96QC0,TOX4;PPP1CB;WDR82;PPP1R10
8246,Human,O94842;P36873;Q6UXN9;Q96QC0,TOX4;PPP1CC;WDR82;PPP1R10
8247,Human,P05198;P16333;P62136;Q5SWA1,EIF2S1;NCK1;PPP1CA;PPP1R15B
8248,Human,P15927;P23025;P27694;P35244,RPA2;XPA;RPA1;RPA3
8249,Human,P41208;P54727;Q01831,CETN2;RAD23B;XPC
8250,Human,P41208;P54725;Q01831,CETN2;RAD23A;XPC
8251,Human,O14980;P62826;Q9H6Z4,XPO1;RAN;RANBP3
8252,Human,P62826;Q9C0E2,RAN;XPO4
8253,Human,P51149;Q14203;Q96NA2;Q9BXW6,RAB7A;DCTN1;RILP;OSBPL1A
8254,Human,P62826;Q9HAV4,RAN;XPO5
8255,Human,O43765;P11142;Q8TBM8;Q9NXW2,SGTA;HSPA8;DNAJB14;DNAJB12
8256,Human,Q8TBM8;Q9NXW2,DNAJB14;DNAJB12
8257,Human,P62826;Q96QU8,RAN;XPO6
8258,Human,P62826;Q9UIA9,RAN;XPO7
8259,Human,O43592;P62826,XPOT;RAN
8260,Human,P62826;Q8TEX9,RAN;IPO4
8261,Human,O00410;P62826,IPO5;RAN
8262,Human,O95373;P62826,IPO7;RAN
8263,Human,P62826;Q9UI26,RAN;IPO11
8264,Human,O94829;P62826,IPO13;RAN
8266,Human,P16298;P63098,PPP3CB;PPP3R1
8267,Human,O43765;P11142;Q8TBM8;Q92598,SGTA;HSPA8;DNAJB14;HSPH1
8268,Human,P48454;P63098,PPP3CC;PPP3R1
8270,Human,O75909;Q14004,CCNK;CDK13
8271,Human,O75909;Q9NYV4,CCNK;CDK12
8272,Human,P61006;Q92973,RAB8A;TNPO1
8273,Human,Q7L5Y9;Q8IUR7-2;Q8IUR7-6;Q8IVV7;Q96S59;Q9H7D7;Q9H871;Q9NWU2;Q9UL63,MAEA;ARMC8;ARMC8;GID4;RANBP9;WDR26;RMND5A;GID8;MKLN1
8274,Human,P62826;Q96P70,RAN;IPO9
8275,Human,O15397;P62826,IPO8;RAN
8276,Human,O95373;Q14974,IPO7;KPNB1
8277,Human,P17706-2;Q04206,PTPN2;RELA
8278,Human,O75154;P62491;Q9ULH1,RAB11FIP3;RAB11A;ASAP1
8280,Human,O14862;O15553;P29466;Q13158;Q13546;Q14790;Q9H171;Q9ULZ3;Q9Y572,AIM2;MEFV;CASP1;FADD;RIPK1;CASP8;ZBP1;PYCARD;RIPK3
8281,Human,O15519-1;Q14790,CFLAR;CASP8
8282,Human,Q02846;Q7Z3Z2,GUCY2D;RD3
8286,Human,P19438;Q12933;Q13490;Q13546;Q15628,TNFRSF1A;TRAF2;BIRC2;RIPK1;TRADD
8288,Human,Q12933;Q13158;Q13490;Q13546;Q14790;Q15628,TRAF2;FADD;BIRC2;RIPK1;CASP8;TRADD
8290,Human,P62826;Q9Y5L0,RAN;TNPO3
8293,Human,P62826;Q92973,RAN;TNPO1
8294,Human,Q13158;Q13546;Q14790;Q96P20;Q9H171;Q9ULZ3;Q9Y572,FADD;RIPK1;CASP8;NLRP3;ZBP1;PYCARD;RIPK3
8296,Human,Q9H171;Q9Y572,ZBP1;RIPK3
8299,Human,P43487;P62826,RANBP1;RAN
8300,Human,P18754;P43487;P62826,RCC1;RANBP1;RAN
8301,Human,P07900;P0DMV8;P11142;Q9NZN9,HSP90AA1;HSPA1A;HSPA8;AIPL1
8302,Human,Q13158;Q13546;Q14790,FADD;RIPK1;CASP8
